"ID","value_eur","wage_eur","League","club_name","Name","Age","Photo","Nationality","Flag","Overall","Potential","Club","Club Logo","Value","Wage","Special","Preferred Foot","International Reputation","Weak Foot","Skill Moves","Work Rate","Body Type","Real Face","Joined","Loaned From","Contract Valid Until","Height","Weight","Crossing","Finishing","HeadingAccuracy","ShortPassing","Dribbling","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Reactions","ShotPower","Stamina","Strength","LongShots","Aggression","Penalties","StandingTackle","GKDiving","GKHandling","GKKicking","GKPositioning","GKReflexes","Position","Best Overall Rating","ReleaseClause"
208670,42500000,170000,"English Premier League","Chelsea","H. Ziyech",28,"https://cdn.sofifa.com/players/208/670/22_60.png","Morocco","https://cdn.sofifa.com/flags/ma.png",84,84,"Chelsea","https://cdn.sofifa.com/teams/5/30.png","€42.5M","€170K",2087,"Left",3,2,5,"High/ High","Unique","Yes","Jul 1, 2020","nan","2025","181cm","65kg",88,73,52,86,"83",78,89,85,79,"77",84,83,"79",58,77,73,67,56,11,7,11,8,14,"RW",84,"€78.6M"
228618,43500000,170000,"Spain Primera Division","Real Madrid CF","F. Mendy",26,"https://cdn.sofifa.com/players/228/618/22_60.png","France","https://cdn.sofifa.com/flags/fr.png",83,86,"Real Madrid CF","https://cdn.sofifa.com/teams/243/30.png","€43.5M","€170K",2148,"Left",1,5,4,"High/ High","Unique","Yes","Jul 1, 2019","nan","2025","180cm","73kg",78,63,72,80,"80",35,78,78,91,"92",82,69,"89",83,64,82,49,81,7,16,9,10,9,"LWB",84,"€92.4M"
239818,102500000,170000,"English Premier League","Manchester City","Rúben Dias",24,"https://cdn.sofifa.com/players/239/818/22_60.png","Portugal","https://cdn.sofifa.com/flags/pt.png",87,91,"Manchester City","https://cdn.sofifa.com/teams/10/30.png","€102.5M","€170K",1886,"Right",3,4,2,"Medium/ High","Normal (185+)","Yes","Sep 29, 2020","nan","2027+","187cm","82kg",54,29,87,81,"64",48,74,74,57,"65",87,74,"88",88,22,92,45,89,7,8,13,7,12,"CB",89,"€197.3M"
189242,3e+07,165000,"Spain Primera Division","FC Barcelona","Coutinho",29,"https://cdn.sofifa.com/players/189/242/22_60.png","Brazil","https://cdn.sofifa.com/flags/br.png",82,82,"FC Barcelona","https://cdn.sofifa.com/teams/241/30.png","€30M","€165K",2086,"Right",4,4,5,"High/ Medium","Normal (170-185)","Yes","Jan 6, 2018","nan","2023","172cm","68kg",78,75,48,80,"89",86,77,89,74,"65",80,82,"74",52,86,59,70,54,12,7,9,14,6,"CAM",82,"€61.5M"
209499,73500000,165000,"English Premier League","Liverpool","Fabinho",27,"https://cdn.sofifa.com/players/209/499/22_60.png","Brazil","https://cdn.sofifa.com/flags/br.png",86,88,"Liverpool","https://cdn.sofifa.com/teams/9/30.png","€73.5M","€165K",2163,"Right",3,2,3,"Medium/ High","Unique","Yes","Jul 1, 2018","nan","2026","188cm","78kg",75,63,75,84,"78",53,82,81,65,"68",86,81,"88",81,70,85,90,87,13,12,6,8,8,"CDM",86,"€141.5M"
231443,5.5e+07,165000,"Spain Primera Division","FC Barcelona","O. Dembélé",24,"https://cdn.sofifa.com/players/231/443/22_60.png","France","https://cdn.sofifa.com/flags/fr.png",83,88,"FC Barcelona","https://cdn.sofifa.com/teams/241/30.png","€55M","€165K",1990,"Left",3,5,5,"High/ Medium","Unique","Yes","Aug 28, 2017","nan","Free Agent","178cm","67kg",81,75,43,78,"89",64,76,84,94,"93",78,83,"68",51,76,54,75,30,6,6,14,10,13,"LM",85,"€116.9M"
183898,49500000,160000,"French Ligue 1","Paris Saint-Germain","A. Di María",33,"https://cdn.sofifa.com/players/183/898/22_60.png","Argentina","https://cdn.sofifa.com/flags/ar.png",87,87,"Paris Saint-Germain","https://cdn.sofifa.com/teams/73/30.png","€49.5M","€160K",2177,"Left",4,2,5,"High/ Medium","Unique","Yes","Aug 6, 2015","nan","Free Agent","180cm","69kg",88,79,51,84,"88",88,82,87,83,"83",84,83,"78",62,86,73,73,55,10,7,11,12,11,"RW",87,"€91.6M"
211110,9.3e+07,160000,"Italian Serie A","Juventus","P. Dybala",27,"https://cdn.sofifa.com/players/211/110/22_60.png","Argentina","https://cdn.sofifa.com/flags/ar.png",87,88,"Juventus","https://cdn.sofifa.com/teams/45/30.png","€93M","€160K",2134,"Left",3,3,4,"Medium/ Medium","Unique","Yes","Jul 1, 2015","nan","Free Agent","177cm","75kg",82,85,59,87,"90",88,79,93,88,"80",80,84,"70",61,89,43,84,41,5,4,4,5,8,"CAM",89,"€160.4M"
212622,1.08e+08,160000,"German 1. Bundesliga","FC Bayern München","J. Kimmich",26,"https://cdn.sofifa.com/players/212/622/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",89,90,"FC Bayern München","https://cdn.sofifa.com/teams/21/30.png","€108M","€160K",2283,"Right",4,4,3,"High/ Medium","Lean (170-185)","Yes","Jul 1, 2015","nan","2025","177cm","75kg",91,68,72,87,"83",61,90,85,77,"65",88,78,"94",68,84,89,44,85,8,15,7,15,15,"CDM",89,"€186.3M"
239053,5.8e+07,160000,"Spain Primera Division","Real Madrid CF","F. Valverde",22,"https://cdn.sofifa.com/players/239/053/22_60.png","Uruguay","https://cdn.sofifa.com/flags/uy.png",83,89,"Real Madrid CF","https://cdn.sofifa.com/teams/243/30.png","€58M","€160K",2175,"Right",1,4,3,"High/ High","Unique","Yes","Jul 22, 2016","nan","2027+","182cm","78kg",66,69,59,85,"79",66,84,82,82,"90",84,80,"86",79,81,81,59,80,6,10,6,15,8,"CM",84,"€130.5M"
180206,2.5e+07,155000,"Turkish Süper Lig","Beşiktaş JK","M. Pjanić",31,"https://cdn.sofifa.com/players/180/206/22_60.png","Bosnia and Herzegovina","https://cdn.sofifa.com/flags/ba.png",82,82,"Beşiktaş JK","https://cdn.sofifa.com/teams/327/30.png","€25M","€155K",2147,"Right",3,4,3,"Medium/ Medium","Normal (170-185)","Yes","nan","<a href=""""/team/241/fc-barcelona/"""">FC Barcelona</a>",NA,"178cm","72kg",80,56,60,84,"81",92,82,83,67,"64",83,78,"79",60,80,70,79,77,7,7,13,7,8,"CM",82,"0 M"
199556,79500000,155000,"French Ligue 1","Paris Saint-Germain","M. Verratti",28,"https://cdn.sofifa.com/players/199/556/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",87,87,"Paris Saint-Germain","https://cdn.sofifa.com/teams/73/30.png","€79.5M","€155K",2202,"Right",3,4,4,"Medium/ High","Unique","Yes","Jul 18, 2012","nan","2024","165cm","60kg",82,60,57,90,"91",64,89,92,68,"60",87,60,"76",54,58,89,64,82,12,12,15,15,10,"CM",87,"€147.1M"
203263,42500000,155000,"English Premier League","Manchester United","H. Maguire",28,"https://cdn.sofifa.com/players/203/263/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",84,86,"Manchester United","https://cdn.sofifa.com/teams/11/30.png","€42.5M","€155K",1950,"Right",3,3,2,"High/ High","Stocky (185+)","Yes","Aug 5, 2019","nan","2024","194cm","100kg",51,48,87,78,"71",46,84,76,47,"53",84,75,"82",90,52,84,44,83,14,16,9,14,9,"CB",86,"€81.8M"
212188,56500000,155000,"English Premier League","Chelsea","T. Werner",25,"https://cdn.sofifa.com/players/212/188/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",84,87,"Chelsea","https://cdn.sofifa.com/teams/5/30.png","€56.5M","€155K",2012,"Right",3,4,3,"High/ Medium","Unique","Yes","Jul 1, 2020","nan","2025","180cm","76kg",69,81,76,79,"82",58,55,84,93,"89",87,85,"83",65,77,63,78,20,9,9,8,15,9,"ST",86,"€108.8M"
230666,52500000,150000,"English Premier League","Manchester City","Gabriel Jesus",24,"https://cdn.sofifa.com/players/230/666/22_60.png","Brazil","https://cdn.sofifa.com/flags/br.png",83,87,"Manchester City","https://cdn.sofifa.com/teams/10/30.png","€52.5M","€150K",2062,"Right",2,3,4,"High/ Medium","Unique","Yes","Aug 3, 2016","nan","2023","175cm","73kg",66,84,77,77,"86",54,66,86,87,"82",86,82,"79",69,76,73,75,30,13,8,6,6,15,"ST",85,"€101.1M"
231281,1.14e+08,150000,"English Premier League","Liverpool","T. Alexander-Arnold",22,"https://cdn.sofifa.com/players/231/281/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",87,92,"Liverpool","https://cdn.sofifa.com/teams/9/30.png","€114M","€150K",2227,"Right",3,4,3,"High/ Medium","Unique","Yes","Oct 7, 2015","nan","2025","180cm","69kg",92,60,69,86,"78",85,90,86,77,"80",82,82,"88",63,75,74,55,83,14,15,14,6,7,"RB",87,"€219.5M"
231677,77500000,150000,"English Premier League","Manchester United","M. Rashford",23,"https://cdn.sofifa.com/players/231/677/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",85,89,"Manchester United","https://cdn.sofifa.com/teams/11/30.png","€77.5M","€150K",2146,"Right",3,3,5,"High/ Medium","Unique","Yes","Jul 1, 2014","nan","2023","186cm","70kg",80,83,68,80,"86",76,71,84,86,"93",84,92,"86",75,81,73,84,38,11,6,15,7,14,"CAM",86,"€149.2M"
232363,7.4e+07,150000,"Italian Serie A","Inter","M. Škriniar",26,"https://cdn.sofifa.com/players/232/363/22_60.png","Slovakia","https://cdn.sofifa.com/flags/sk.png",86,88,"Inter","https://cdn.sofifa.com/teams/44/30.png","€74M","€150K",1829,"Right",3,3,2,"Medium/ High","Unique","Yes","Jul 7, 2017","nan","2023","188cm","80kg",40,42,81,72,"67",30,49,72,76,"84",86,50,"79",86,30,84,56,88,10,13,12,8,12,"CB",87,"€131.4M"
233049,116500000,150000,"English Premier League","Manchester United","J. Sancho",21,"https://cdn.sofifa.com/players/233/049/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",87,91,"Manchester United","https://cdn.sofifa.com/teams/11/30.png","€116.5M","€150K",2007,"Right",3,3,5,"High/ Medium","Unique","Yes","Jul 23, 2021","nan","2026","180cm","76kg",82,83,38,87,"92",65,70,90,85,"78",85,73,"77",68,65,44,62,39,7,11,10,11,13,"CAM",88,"€224.3M"
188567,43500000,145000,"English Premier League","Arsenal","P. Aubameyang",32,"https://cdn.sofifa.com/players/188/567/22_60.png","Gabon","https://cdn.sofifa.com/flags/ga.png",85,85,"Arsenal","https://cdn.sofifa.com/teams/1/30.png","€43.5M","€145K",2049,"Right",3,4,4,"Medium/ Low","Unique","Yes","Jan 31, 2018","nan","2023","187cm","80kg",76,89,73,77,"79",76,64,81,87,"91",86,82,"79",74,78,43,83,29,6,9,15,9,9,"ST",85,"€82.7M"
198176,4.5e+07,145000,"Italian Serie A","Inter","S. de Vrij",29,"https://cdn.sofifa.com/players/198/176/22_60.png","Netherlands","https://cdn.sofifa.com/flags/nl.png",85,85,"Inter","https://cdn.sofifa.com/teams/44/30.png","€45M","€145K",1863,"Right",3,3,2,"Medium/ High","Unique","Yes","Jul 1, 2018","nan","2023","189cm","78kg",49,25,84,75,"66",16,71,75,69,"74",85,65,"80",79,60,77,41,87,8,10,7,14,13,"CB",85,"€76.5M"
220440,37500000,145000,"Spain Primera Division","FC Barcelona","C. Lenglet",26,"https://cdn.sofifa.com/players/220/440/22_60.png","France","https://cdn.sofifa.com/flags/fr.png",82,86,"FC Barcelona","https://cdn.sofifa.com/teams/241/30.png","€37.5M","€145K",1895,"Left",2,4,2,"Medium/ High","Unique","Yes","Jul 12, 2018","nan","2026","186cm","81kg",55,39,81,78,"57",31,74,75,73,"74",79,58,"75",80,46,77,49,81,10,10,9,12,7,"CB",83,"€79.7M"
231478,7.8e+07,145000,"Italian Serie A","Inter","L. Martínez",23,"https://cdn.sofifa.com/players/231/478/22_60.png","Argentina","https://cdn.sofifa.com/flags/ar.png",85,89,"Inter","https://cdn.sofifa.com/teams/44/30.png","€78M","€145K",2145,"Right",3,4,4,"High/ Medium","Unique","Yes","Jul 5, 2018","nan","2023","174cm","72kg",56,85,87,78,"83",43,73,85,86,"83",89,80,"80",84,74,86,74,31,11,8,8,8,13,"ST",87,"€138.5M"
183711,29500000,140000,"English Premier League","Liverpool","J. Henderson",31,"https://cdn.sofifa.com/players/183/711/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",84,84,"Liverpool","https://cdn.sofifa.com/teams/9/30.png","€29.5M","€140K",2198,"Right",3,3,3,"High/ High","Normal (170-185)","Yes","Jun 9, 2011","nan","2025","182cm","80kg",82,73,65,85,"78",74,87,83,67,"66",85,77,"86",78,75,83,64,81,7,13,7,9,13,"CDM",84,"€54.6M"
189596,6.6e+07,140000,"German 1. Bundesliga","FC Bayern München","T. Müller",31,"https://cdn.sofifa.com/players/189/596/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",87,87,"FC Bayern München","https://cdn.sofifa.com/teams/21/30.png","€66M","€140K",2136,"Right",4,4,3,"High/ High","Lean (185+)","Yes","Aug 10, 2008","nan","2023","185cm","76kg",85,88,81,85,"77",59,79,84,66,"67",94,78,"86",66,82,62,70,57,6,7,11,14,14,"CAM",87,"€108.9M"
199564,22500000,140000,"Spain Primera Division","FC Barcelona","Sergi Roberto",29,"https://cdn.sofifa.com/players/199/564/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",81,81,"FC Barcelona","https://cdn.sofifa.com/teams/241/30.png","€22.5M","€140K",2071,"Right",3,3,4,"Medium/ Medium","Lean (170-185)","Yes","Jul 1, 2013","nan","Free Agent","178cm","68kg",82,63,70,81,"78",60,78,80,73,"79",78,65,"92",69,66,67,57,77,14,16,11,15,10,"RB",81,"€46.1M"
200724,17500000,140000,"Spain Primera Division","Real Madrid CF","Nacho Fernández",31,"https://cdn.sofifa.com/players/200/724/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",81,81,"Real Madrid CF","https://cdn.sofifa.com/teams/243/30.png","€17.5M","€140K",1878,"Right",2,4,2,"Low/ High","Normal (170-185)","Yes","Aug 1, 2010","nan","2023","180cm","76kg",70,32,79,78,"64",37,61,76,71,"84",78,54,"81",79,28,79,45,83,12,7,10,15,7,"CB",81,"€35.9M"
203574,4.1e+07,140000,"English Premier League","Manchester City","J. Stones",27,"https://cdn.sofifa.com/players/203/574/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",83,86,"Manchester City","https://cdn.sofifa.com/teams/10/30.png","€41M","€140K",1959,"Right",2,4,3,"High/ Medium","Lean (185+)","Yes","Aug 9, 2016","nan","2026","188cm","76kg",62,52,84,83,"72",37,75,83,67,"73",82,55,"77",78,44,80,52,85,7,15,11,10,8,"CB",85,"€78.9M"
205988,48500000,140000,"English Premier League","Manchester United","L. Shaw",25,"https://cdn.sofifa.com/players/205/988/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",84,86,"Manchester United","https://cdn.sofifa.com/teams/11/30.png","€48.5M","€140K",2130,"Left",2,2,3,"High/ Medium","Stocky (170-185)","Yes","Jun 27, 2014","nan","2023","181cm","75kg",85,44,78,82,"80",54,69,82,76,"81",82,70,"80",79,54,84,44,83,10,12,13,7,7,"LB",84,"€93.4M"
209658,9.3e+07,140000,"German 1. Bundesliga","FC Bayern München","L. Goretzka",26,"https://cdn.sofifa.com/players/209/658/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",87,88,"FC Bayern München","https://cdn.sofifa.com/teams/21/30.png","€93M","€140K",2314,"Right",4,4,3,"High/ Medium","Unique","Yes","Jul 1, 2018","nan","2026","189cm","82kg",75,82,86,86,"84",75,84,87,78,"83",88,85,"88",88,86,81,60,85,13,8,15,11,9,"CM",87,"€160.4M"
176580,44500000,135000,"Spain Primera Division","Atlético de Madrid","L. Suárez",34,"https://cdn.sofifa.com/players/176/580/22_60.png","Uruguay","https://cdn.sofifa.com/flags/uy.png",88,88,"Atlético de Madrid","https://cdn.sofifa.com/teams/240/30.png","€44.5M","€135K",2307,"Right",5,4,3,"High/ Medium","Unique","Yes","Sep 25, 2020","nan","Free Agent","182cm","83kg",80,93,84,83,"83",82,77,86,76,"69",92,89,"78",85,88,87,83,45,27,25,31,33,37,"ST",88,"€91.2M"
176676,1.1e+07,135000,"Spain Primera Division","Real Madrid CF","Marcelo",33,"https://cdn.sofifa.com/players/176/676/22_60.png","Brazil","https://cdn.sofifa.com/flags/br.png",80,80,"Real Madrid CF","https://cdn.sofifa.com/teams/243/30.png","€11M","€135K",2157,"Left",4,4,5,"High/ Low","Unique","Yes","Jan 1, 2007","nan","Free Agent","174cm","75kg",84,71,72,80,"89",67,77,91,74,"73",77,81,"67",70,70,77,59,77,12,5,5,5,9,"CAM",81,"€22.6M"
207410,41500000,135000,"English Premier League","Chelsea","M. Kovačić",27,"https://cdn.sofifa.com/players/207/410/22_60.png","Croatia","https://cdn.sofifa.com/flags/hr.png",83,84,"Chelsea","https://cdn.sofifa.com/teams/5/30.png","€41.5M","€135K",2125,"Right",3,4,4,"High/ High","Normal (170-185)","Yes","Jul 1, 2019","nan","2024","176cm","80kg",73,61,42,90,"89",70,82,89,77,"65",81,79,"79",63,75,77,59,73,9,5,6,7,7,"CM",84,"€79.9M"
207865,90500000,135000,"French Ligue 1","Paris Saint-Germain","Marquinhos",27,"https://cdn.sofifa.com/players/207/865/22_60.png","Brazil","https://cdn.sofifa.com/flags/br.png",87,90,"Paris Saint-Germain","https://cdn.sofifa.com/teams/73/30.png","€90.5M","€135K",2074,"Right",3,3,3,"Medium/ High","Normal (170-185)","Yes","Jul 19, 2013","nan","2024","183cm","75kg",68,51,88,84,"69",32,85,79,81,"81",87,65,"83",78,45,81,52,89,6,6,12,10,13,"CB",89,"€174.2M"
193041,15500000,130000,"French Ligue 1","Paris Saint-Germain","K. Navas",34,"https://cdn.sofifa.com/players/193/041/22_60.png","Costa Rica","https://cdn.sofifa.com/flags/cr.png",88,88,"Paris Saint-Germain","https://cdn.sofifa.com/teams/73/30.png","€15.5M","€130K",1428,"Right",3,3,1,"Medium/ Medium","Normal (185+)","Yes","Sep 2, 2019","nan","2024","185cm","80kg",11,15,11,40,"24",15,37,30,54,"53",85,56,"39",75,13,32,25,14,89,84,75,87,89,"GK",88,"€28.7M"
197061,30500000,130000,"English Premier League","Liverpool","J. Matip",29,"https://cdn.sofifa.com/players/197/061/22_60.png","Cameroon","https://cdn.sofifa.com/flags/cm.png",83,83,"Liverpool","https://cdn.sofifa.com/teams/9/30.png","€30.5M","€130K",1870,"Right",2,2,2,"Medium/ Medium","Lean (185+)","Yes","Jul 1, 2016","nan","2024","194cm","90kg",54,36,84,77,"69",22,74,72,50,"65",84,66,"69",81,48,84,42,86,11,15,10,7,10,"CB",83,"€56.4M"
200389,1.12e+08,130000,"Spain Primera Division","Atlético de Madrid","J. Oblak",28,"https://cdn.sofifa.com/players/200/389/22_60.png","Slovenia","https://cdn.sofifa.com/flags/si.png",91,93,"Atlético de Madrid","https://cdn.sofifa.com/teams/240/30.png","€112M","€130K",1413,"Right",5,3,1,"Medium/ Medium","Unique","Yes","Jul 16, 2014","nan","2023","188cm","87kg",13,11,15,43,"12",14,40,30,43,"60",88,59,"41",78,12,34,11,12,87,92,78,90,90,"GK",91,"€238M"
205452,34500000,130000,"English Premier League","Chelsea","A. Rüdiger",28,"https://cdn.sofifa.com/players/205/452/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",83,84,"Chelsea","https://cdn.sofifa.com/teams/5/30.png","€34.5M","€130K",1900,"Right",2,3,2,"Medium/ High","Lean (185+)","Yes","Jul 9, 2017","nan","Free Agent","190cm","85kg",68,32,81,76,"60",56,73,69,64,"84",82,72,"69",88,44,92,40,86,14,15,10,12,8,"CB",84,"€66.4M"
210243,40500000,130000,"English Premier League","Leicester City","Ricardo Pereira",27,"https://cdn.sofifa.com/players/210/243/22_60.png","Portugal","https://cdn.sofifa.com/flags/pt.png",84,84,"Leicester City","https://cdn.sofifa.com/teams/95/30.png","€40.5M","€130K",2186,"Right",3,4,3,"High/ High","Unique","Yes","Jun 9, 2018","nan","2023","175cm","70kg",82,66,67,82,"81",52,77,83,82,"83",83,74,"84",69,64,79,61,84,16,12,15,11,11,"RB",84,"€77M"
211300,34500000,130000,"English Premier League","Manchester United","A. Martial",25,"https://cdn.sofifa.com/players/211/300/22_60.png","France","https://cdn.sofifa.com/flags/fr.png",81,84,"Manchester United","https://cdn.sofifa.com/teams/11/30.png","€34.5M","€130K",2003,"Right",3,4,4,"Low/ Low","Unique","Yes","Sep 1, 2015","nan","2024","184cm","76kg",73,80,71,78,"88",54,60,86,87,"87",79,83,"68",74,76,54,80,33,9,8,8,15,11,"CAM",84,"€66.4M"
212462,27500000,130000,"English Premier League","Manchester United","Alex Telles",28,"https://cdn.sofifa.com/players/212/462/22_60.png","Brazil","https://cdn.sofifa.com/flags/br.png",82,82,"Manchester United","https://cdn.sofifa.com/teams/11/30.png","€27.5M","€130K",2235,"Left",3,2,3,"High/ Medium","Unique","Yes","Oct 5, 2020","nan","2024","181cm","71kg",86,63,68,82,"77",79,81,80,81,"84",81,87,"85",65,83,76,81,78,13,8,12,11,14,"LB",82,"€50.9M"
216352,3.7e+07,130000,"Italian Serie A","Inter","M. Brozović",28,"https://cdn.sofifa.com/players/216/352/22_60.png","Croatia","https://cdn.sofifa.com/flags/hr.png",84,84,"Inter","https://cdn.sofifa.com/teams/44/30.png","€37M","€130K",2203,"Right",3,4,3,"Medium/ Medium","Lean (170-185)","Yes","Jul 1, 2016","nan","Free Agent","181cm","68kg",72,69,70,85,"76",74,84,84,70,"68",76,80,"94",67,84,85,69,81,8,8,15,11,8,"CDM",84,"€62.9M"
232432,2.7e+07,130000,"Spain Primera Division","Real Madrid CF","L. Jović",23,"https://cdn.sofifa.com/players/232/432/22_60.png","Serbia","https://cdn.sofifa.com/flags/rs.png",79,84,"Real Madrid CF","https://cdn.sofifa.com/teams/243/30.png","€27M","€130K",1912,"Right",1,5,3,"Medium/ Medium","Stocky (170-185)","Yes","Jul 1, 2019","nan","2024","182cm","85kg",67,82,79,72,"78",46,61,80,74,"76",80,82,"75",78,75,62,66,26,8,7,12,9,13,"ST",81,"€57.4M"
235790,94500000,130000,"English Premier League","Chelsea","K. Havertz",22,"https://cdn.sofifa.com/players/235/790/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",84,92,"Chelsea","https://cdn.sofifa.com/teams/5/30.png","€94.5M","€130K",2038,"Left",3,4,4,"Medium/ Medium","Unique","Yes","Sep 4, 2020","nan","2025","188cm","82kg",72,81,78,84,"86",53,78,85,77,"86",83,74,"77",69,77,42,73,46,6,8,11,10,12,"CAM",86,"€193.7M"
240130,56500000,130000,"Spain Primera Division","Real Madrid CF","Éder Militão",23,"https://cdn.sofifa.com/players/240/130/22_60.png","Brazil","https://cdn.sofifa.com/flags/br.png",82,89,"Real Madrid CF","https://cdn.sofifa.com/teams/243/30.png","€56.5M","€130K",2018,"Right",2,3,2,"Medium/ Medium","Lean (170-185)","Yes","Jul 1, 2019","nan","2025","186cm","78kg",72,48,81,77,"70",40,70,73,81,"84",83,62,"85",80,42,82,60,83,11,8,15,12,15,"CB",84,"€127.1M"
167948,13500000,125000,"English Premier League","Tottenham Hotspur","H. Lloris",34,"https://cdn.sofifa.com/players/167/948/22_60.png","France","https://cdn.sofifa.com/flags/fr.png",87,87,"Tottenham Hotspur","https://cdn.sofifa.com/teams/18/30.png","€13.5M","€125K",1372,"Left",4,1,1,"Medium/ Medium","Unique","Yes","Aug 31, 2012","nan","Free Agent","188cm","82kg",13,10,10,50,"10",10,50,34,61,"62",85,49,"41",43,14,31,40,10,88,83,65,84,90,"GK",87,"€25.7M"
